"lfdn","duration","participant_device","v_99","v_101","v_100","v_11","v_12","v_13","v_14","v_15","v_16","v_103","v_104","v_105","v_106","v_107","v_108","v_109","v_110","v_111","v_113","v_114","v_126","v_112","v_115","v_116","v_117","v_118","v_119","v_120","v_121","v_122","v_123","v_124","v_127","v_133","v_65","v_18","v_19","v_20","v_21","v_22","v_23","v_24","v_25","v_26","v_27","v_28","v_29","v_66","v_67","v_68","v_69","v_70","v_71","v_37","v_38","v_39","v_40","v_41","v_42","v_43","v_72","v_45","v_81","v_82","v_83","v_84","v_85","v_86","v_87","v_88","v_89","v_90","v_91","v_92","v_93","v_94","v_95","v_62","v_63","v_60","v_61"
2826,403,0,2,3,10,1,2,1,1,2,1,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"sie dauert mir zu lange",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1,1,1,1,1,1,1,1,1,1,2,1,1,5,4,2,4,4,4,3,3,3,1,1,1,3,3,2,1,2,2,2,1,1,1,1,2,2,3,4,3,3,1,6,NA,5,NA
2827,220,0,1,5,3,1,2,1,1,1,2,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,5,5,5,5,5,4,4,4,4,4,4,4,4,2,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,6,NA,10,NA
2828,274,0,2,4,5,1,2,1,1,2,1,NA,NA,NA,NA,0,NA,NA,NA,2,NA,1,"ich habe keine lust, mir extra dafür eine app runterzuladen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1,1,1,1,1,2,1,2,1,1,2,2,1,4,3,2,3,4,3,3,4,3,2,2,2,2,2,3,2,2,2,2,2,2,2,2,3,3,3,3,2,3,3,6,NA,10,NA
2829,751,1,1,5,13,1,2,2,2,2,2,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,"Keine Auskunft",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,1,1,1,1,1,2,2,1,1,2,2,1,4,4,2,4,4,4,3,3,3,2,1,3,1,1,3,2,2,2,1,1,1,1,3,3,4,4,3,4,3,3,4,NA,4,NA
2830,376,0,1,4,9,1,2,1,2,1,2,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,1,1,1,1,2,NA,3,1,1,1,1,1,2,2,1,2,2,2,2,4,5,1,3,5,5,3,NA,3,3,3,3,3,3,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,4,NA,4,NA
2831,NA,2,1,5,10,1,2,1,1,1,1,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,0,0,1,1,2,NA,1,1,1,1,2,2,1,1,1,1,1,1,1,4,4,2,3,4,4,3,3,3,2,2,3,3,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,5,NA,9,NA
2832,613,1,2,4,3,1,2,1,2,2,2,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,1,1,1,1,1,2,NA,1,1,1,1,1,2,1,1,1,1,2,1,2,4,4,2,3,4,4,2,2,3,2,1,2,2,2,3,2,2,2,2,1,1,1,2,2,3,3,3,1,2,3,6,NA,9,NA
2833,546,0,2,3,14,1,2,1,2,2,2,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,"Sorge um Datenschutzgründen... will vorher wissen, welche Daten erhoben werden",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1,1,1,1,1,1,1,1,1,1,2,1,1,5,4,1,2,5,4,4,4,4,2,2,2,2,1,3,2,2,2,2,1,1,1,2,3,4,4,2,3,3,3,6,NA,8,NA
2834,764,0,1,5,3,1,1,1,1,2,2,NA,NA,NA,NA,NA,0,NA,NA,2,NA,1,"keine Daten sind für immer sicher",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,1,1,1,2,2,2,2,1,2,1,1,1,4,4,1,3,5,4,3,3,2,2,2,3,3,1,3,2,2,2,2,1,1,1,3,3,4,2,3,3,4,2,4,NA,4,NA
2835,721,1,1,3,2,1,2,1,1,2,1,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,2,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,1,3,5,4,4,4,3,3,3,3,4,3,2,2,1,2,2,1,1,1,2,2,3,3,2,2,2,2,4,NA,7,NA
2836,515,1,1,4,10,1,1,2,1,2,2,5,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,0,0,1,1,1,NA,NA,NA,NA,NA,2,NA,1,1,1,1,1,1,1,1,1,1,2,1,1,3,4,2,1,4,4,2,3,3,2,2,2,1,1,2,1,1,2,2,1,1,2,2,2,3,4,1,1,4,1,5,NA,3,NA
2837,499,0,2,6,14,1,2,1,1,2,2,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,"lade nix runter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,1,1,1,1,1,2,2,2,2,2,2,2,3,3,3,3,3,3,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,6,NA,6,NA
2838,497,0,2,6,10,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,"Nicht auf Smartphone",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,3,2,1,1,1,2,2,2,2,2,2,2,1,3,3,2,2,4,4,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,7,"Hochschule, Magister",10,NA
2839,705,0,2,5,10,1,2,1,2,2,2,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"Ich brauche keinen Amazongutschein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,1,1,1,2,2,1,2,2,2,2,2,3,4,1,3,3,3,3,3,2,2,2,1,2,1,3,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,4,NA,7,NA
2840,461,1,1,3,3,1,1,1,1,2,2,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,"Fühle Mich nicht sicher dabei",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1,1,1,1,1,1,1,2,1,1,1,2,1,5,3,2,3,3,4,3,4,3,2,2,4,3,2,1,2,2,2,2,2,2,2,2,2,3,1,3,1,2,1,6,NA,1,NA
2842,437,0,1,4,4,1,2,1,2,2,3,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"kein Interesse",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,1,2,1,1,1,2,2,1,2,2,1,2,3,4,4,4,4,4,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,3,NA
2843,94,0,1,4,6,1,1,1,1,1,2,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,0,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,2,2,2,3,3,3,3,3,5,NA,4,NA
2844,761,3,1,3,2,1,2,1,1,2,2,NA,NA,NA,5,NA,NA,NA,NA,1,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,4,3,2,3,4,4,3,3,2,3,2,3,3,2,3,2,2,2,2,1,1,1,2,3,3,3,2,1,2,1,4,NA,4,NA
2845,156,0,1,5,2,1,1,1,2,1,2,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,2,1,1,1,2,2,1,1,1,2,2,1,1,4,4,3,3,5,5,4,3,3,3,4,4,4,3,3,1,1,1,2,2,1,1,3,3,4,4,3,3,3,4,6,NA,10,NA
2846,462,0,1,4,10,1,2,1,1,2,2,NA,0,NA,NA,NA,NA,NA,NA,2,250,NA,"ich bin zu misstrauisch",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1,1,2,1,2,2,2,2,1,1,1,2,1,4,3,3,2,4,3,3,4,2,3,3,3,3,2,2,2,2,2,2,1,2,1,1,4,2,4,2,2,2,2,4,NA,5,NA
2847,414,0,1,4,6,1,2,1,1,2,2,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,"Ziemlich unbekannt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1,1,1,1,1,1,1,2,1,1,2,1,1,3,3,2,3,4,4,3,4,4,2,2,3,2,2,4,1,2,2,1,1,1,1,2,2,3,3,2,3,2,3,6,NA,10,NA
2848,474,1,1,2,1,1,2,1,1,2,2,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,"Da ich nicht interessiert bin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,1,1,1,1,2,2,2,1,2,2,1,1,5,4,2,3,4,4,2,2,2,3,3,2,1,3,3,2,2,2,2,1,1,1,3,2,2,2,3,3,4,2,4,NA,2,NA
2849,429,0,1,4,16,1,1,1,2,2,2,NA,5,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,1,2,1,1,1,1,2,2,2,1,1,1,2,1,1,5,4,1,3,4,3,3,3,1,3,1,2,3,1,3,2,2,2,2,1,1,1,2,3,3,2,2,2,3,3,6,NA,4,NA
2850,502,1,2,3,2,1,1,1,1,1,2,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,0,0,0,0,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,5,5,1,2,5,5,3,4,4,3,3,4,2,3,2,2,2,2,2,1,1,2,1,3,3,2,3,2,2,2,6,NA,1,NA
2851,757,1,1,5,14,1,2,2,1,2,2,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,1,1,1,1,2,NA,1,1,1,1,2,2,1,1,1,1,2,2,1,5,5,1,1,5,5,4,3,3,3,2,3,2,1,2,2,2,1,2,1,2,2,1,3,3,1,2,1,1,1,4,NA,7,NA
2852,519,0,1,4,7,1,2,1,1,2,3,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,0,0,0,1,1,2,NA,2,1,1,1,1,1,1,1,1,1,1,1,1,5,5,1,1,5,5,4,4,4,2,1,1,1,1,3,2,2,2,2,2,2,2,1,1,3,2,2,1,3,3,6,NA,5,NA
2853,175,0,1,4,3,1,1,1,1,1,3,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,0,1,0,1,1,1,1,3,1,2,1,1,2,2,1,1,1,2,2,2,4,2,1,4,3,3,2,1,3,2,2,2,3,4,4,2,2,2,2,1,1,2,2,2,1,3,2,2,2,1,6,NA,11,NA
2854,624,0,1,5,1,1,2,2,2,1,2,0,NA,NA,NA,NA,NA,NA,NA,2,NA,1,"Sorry...Nutzung meines privaten Phone ist teuer.  Da müssten Sie schon sehr tief in die Tasche greifen.....  Ich rede von einem vierstelligen Betrag",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,4,1,2,1,2,2,2,1,1,1,2,2,2,4,4,2,4,4,4,3,4,2,3,2,2,2,1,4,1,1,1,2,1,1,1,3,3,3,3,3,3,3,3,4,NA,5,NA
2855,698,2,1,3,7,1,2,1,1,2,1,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,"App runterladen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1,1,1,1,1,2,1,1,1,1,2,2,2,3,5,1,2,5,5,3,4,4,2,2,2,2,1,3,1,2,2,NA,1,1,1,1,4,3,4,3,4,3,2,6,NA,10,NA
2857,1293,1,1,4,2,1,1,1,1,1,1,NA,NA,NA,NA,NA,5,NA,NA,1,NA,NA,NA,NA,1,0,0,1,0,NA,NA,NA,NA,NA,2,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,3,3,3,4,3,3,3,4,4,3,3,3,3,1,1,1,2,1,2,1,2,2,3,3,2,1,1,4,3,NA,5,NA
2858,155,0,1,5,10,1,2,1,1,1,2,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,1,1,0,1,0,1,NA,NA,NA,NA,NA,1,1,2,1,2,1,1,1,1,2,1,1,1,1,1,5,5,4,4,5,5,4,3,3,2,2,3,3,3,2,1,2,2,2,2,2,2,4,3,3,3,3,3,3,3,5,NA,5,NA
2859,605,0,1,5,14,1,1,1,1,2,2,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"will nicht so gebunden sein mit meinem Smartphone + Sicherheitsbedenken gegenüber einer unbekannten App",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,3,1,1,1,1,2,2,2,2,1,2,1,1,3,4,2,4,5,4,3,2,4,2,3,3,3,2,3,1,2,2,2,1,1,2,4,4,3,2,1,2,2,3,6,NA,10,NA
2860,537,0,2,6,2,1,2,1,2,2,3,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,1,1,1,1,1,2,NA,1,1,1,1,2,2,1,1,1,2,2,2,1,4,5,1,3,5,5,3,4,4,3,2,4,3,2,3,1,2,2,2,1,1,1,2,3,3,2,2,3,3,3,4,NA,5,NA
2861,400,0,2,3,4,1,2,1,1,1,2,0,NA,NA,NA,NA,NA,NA,NA,2,100,1,"weil ich keine lust habe dazu  ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,1,1,1,1,1,1,2,2,1,1,1,1,2,5,1,4,5,5,3,4,4,4,4,3,3,3,1,2,1,1,1,1,1,1,4,4,4,NA,3,3,3,3,6,NA,8,NA
2862,530,1,1,4,10,1,2,1,1,2,1,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,"Sicherheit der eigenen Daten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,5,4,2,3,4,4,3,3,3,3,3,3,3,2,3,2,2,2,2,1,1,1,3,3,3,3,3,3,3,3,5,NA,5,NA
2863,424,0,1,4,10,1,2,1,2,2,2,NA,0,NA,NA,NA,NA,NA,NA,2,NA,1,"Zu großer Eingriff in meine Privatsphäre.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1,1,1,1,1,1,2,2,1,2,2,2,2,5,5,1,1,5,5,2,4,3,3,2,2,2,2,4,1,2,2,2,1,1,1,1,3,4,4,4,4,4,4,6,NA,10,NA
2864,837,2,1,6,10,1,2,1,1,2,5,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,1,2,NA,1,1,1,1,1,1,2,NA,1,2,2,2,1,3,5,1,2,4,4,4,4,3,NA,2,3,1,1,2,2,2,2,2,2,1,1,3,4,4,3,4,4,3,2,6,NA,10,NA
2865,863,2,2,5,7,1,2,1,1,1,1,NA,NA,NA,NA,2,NA,NA,NA,2,250,NA,"Weil ich Bedenken hinsichtlich Datenschutz habe und nicht kontrollieren kann, welche Daten tatsächlich untersucht bzw. gespeichert werden und weil ich nicht sicher weiß, was mit meinen Daten tatsächlich gemacht wird.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,1,4,4,5,3,3,2,1,1,4,3,1,3,1,2,2,2,1,1,1,1,3,4,4,2,4,4,3,6,NA,7,NA
2866,1418,0,2,5,1,1,2,1,1,2,1,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,1,1,0,1,1,1,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,3,2,2,4,4,4,3,3,3,3,3,3,2,2,2,2,2,2,1,1,1,1,2,3,1,1,1,2,1,4,NA,4,NA
2867,736,1,2,3,10,1,2,1,1,2,2,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,1,0,0,0,0,1,NA,NA,NA,NA,NA,2,NA,1,1,1,1,1,1,1,2,1,1,1,2,1,5,4,2,2,4,4,3,3,4,2,2,4,3,3,2,2,2,2,2,1,1,1,2,2,4,2,3,2,3,3,5,NA,1,NA
2868,442,1,1,3,3,1,2,1,1,2,2,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,NA,NA,NA,NA,NA,2,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,1,3,4,3,2,2,2,2,2,2,1,1,4,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,3,NA,5,NA
2869,432,1,2,3,9,1,2,1,2,2,2,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,"Bin mir nicht sicher",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,1,1,1,1,1,2,1,1,1,2,2,1,5,4,3,3,4,3,2,3,2,3,2,3,4,3,3,2,1,2,2,1,2,1,3,2,3,2,2,2,3,3,4,NA,5,NA
2870,756,2,1,3,16,1,NA,1,1,NA,1,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,1,1,1,1,1,1,2,1,1,1,1,1,1,NA,NA,1,1,1,1,1,5,5,1,2,3,5,4,3,4,4,2,1,2,3,2,2,2,2,2,1,2,2,1,2,3,4,4,3,2,1,1,NA,2,NA
2871,620,0,1,6,2,1,2,1,2,2,2,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,2,NA,1,1,1,1,1,1,2,2,1,1,1,1,1,5,5,1,1,5,5,4,4,4,4,3,4,4,3,4,2,2,2,2,1,2,1,1,1,1,1,1,1,1,1,3,NA,4,NA
2872,926,1,2,3,2,1,2,1,1,1,2,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,2,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,1,1,1,5,4,4,2,3,4,3,3,3,3,1,2,1,1,1,1,1,1,2,2,2,1,2,2,1,4,NA,5,NA
2874,427,0,2,3,9,1,2,1,1,2,1,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,1,2,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,4,3,3,2,4,5,3,2,1,2,2,1,2,2,4,1,2,1,1,1,1,1,3,3,3,3,3,3,4,3,4,NA,5,NA
2875,720,0,1,6,10,1,1,1,1,1,2,NA,NA,NA,NA,NA,0,NA,NA,2,NA,1,"habe keine zeit",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1,1,1,1,2,2,1,2,2,1,2,1,2,3,4,1,3,4,4,3,3,3,3,3,4,4,3,3,1,1,2,1,2,2,1,2,3,3,1,2,2,3,3,6,NA,7,NA
2876,653,0,1,6,9,1,NA,1,1,NA,2,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,"Zuviel Speicherung und Datenerfassung",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1,1,1,1,2,2,2,2,1,1,1,2,2,3,2,1,2,3,4,4,4,4,3,2,4,3,1,3,1,2,1,2,1,1,1,4,4,4,3,2,2,3,2,4,NA,4,NA
2877,343,0,1,4,13,1,2,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,"Keine Kontrolle über die Daten welche vom Handy abgerufen werden.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,5,3,3,3,3,3,2,2,2,2,2,2,2,2,3,2,2,2,2,1,1,1,3,3,3,3,3,3,3,3,6,NA,9,NA
2878,848,0,1,5,11,1,1,1,1,2,2,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,2,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,5,4,3,3,4,4,2,2,3,2,2,NA,2,2,4,2,1,2,1,1,1,1,2,2,3,3,2,2,2,2,3,NA,3,NA
2879,764,1,1,4,10,1,2,1,1,2,1,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,1,1,1,1,2,NA,1,1,1,1,1,1,1,2,1,1,1,1,1,5,5,1,1,5,5,4,4,4,3,4,3,4,4,1,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,3,NA,4,NA
2880,973,0,1,7,15,1,2,1,2,2,2,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,1,1,1,1,2,NA,3,1,1,1,1,2,2,2,1,1,2,1,2,2,4,2,2,4,5,4,4,4,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,3,NA,4,NA
2881,363,0,2,5,2,1,2,1,1,1,2,NA,NA,0,NA,NA,NA,NA,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1,1,2,1,2,2,2,2,1,2,1,1,2,4,5,1,1,5,5,4,4,3,1,1,1,1,1,2,2,2,2,2,1,1,1,4,4,4,4,2,2,2,2,4,NA,4,NA
2882,907,0,2,5,1,1,2,1,2,1,1,NA,0,NA,NA,NA,NA,NA,NA,2,NA,1,"kein Interesse",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1,2,1,1,1,2,2,2,2,2,2,2,2,4,4,1,3,4,4,3,3,3,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,6,NA,4,NA
2883,557,0,1,7,2,1,2,1,2,2,2,NA,NA,NA,NA,NA,0,NA,NA,2,NA,1,"weil ich mit einem Amazon Gutschein nichts anfangen kann, denn ich kaufe dort nichts ein und habe es auch nicht vor. Gäbe es einen Gutschein z. B. von Media Markt, so wäre ich eher bereit teilzunehmen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,2,2,1,1,2,2,2,3,4,2,2,4,4,3,3,3,3,2,3,2,2,2,2,2,2,2,2,2,1,3,3,3,2,3,3,3,3,3,NA,4,NA
2884,399,1,1,4,15,1,1,1,1,2,2,5,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,2,NA,1,1,1,1,1,1,1,1,1,1,1,2,1,5,5,1,3,5,5,1,4,3,2,2,2,2,1,2,1,1,1,2,1,1,1,3,3,4,3,3,3,3,3,7,"Promotion",11,NA
2885,1011,1,2,3,5,1,1,2,2,2,2,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,NA,NA,NA,NA,NA,2,NA,1,1,1,1,1,1,1,1,1,1,2,1,1,3,4,3,3,3,4,3,3,3,3,3,3,3,3,3,1,1,2,2,1,1,1,3,3,3,3,3,3,3,3,4,NA,4,NA
2886,836,1,2,4,4,1,2,1,2,2,2,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,1,0,0,0,1,1,2,1,1,1,1,2,2,1,2,1,1,2,1,1,4,5,1,3,5,5,3,3,3,3,2,1,2,1,3,1,1,2,2,1,1,1,2,3,4,3,4,4,4,4,6,NA,8,NA
2887,1631,0,1,7,1,1,2,1,1,2,2,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,2,NA,1,1,1,2,2,2,2,2,1,1,2,2,1,3,5,1,1,5,5,4,4,1,3,2,1,2,4,1,1,2,1,2,2,2,1,1,1,1,1,4,1,1,1,3,NA,4,NA
2888,441,0,2,3,8,1,2,1,1,2,2,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,1,1,NA,NA,NA,NA,NA,2,NA,1,1,1,1,1,2,1,1,1,1,2,1,1,4,5,2,2,4,5,4,4,4,3,2,4,2,2,2,2,2,2,2,2,2,1,3,2,4,2,1,1,4,1,6,NA,1,NA
2889,656,0,2,4,11,1,2,1,1,1,2,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,1,1,1,1,2,NA,1,1,1,1,1,1,1,2,1,1,1,2,1,5,5,1,1,5,5,4,4,4,4,3,4,4,4,3,2,2,2,2,1,1,1,1,1,2,1,1,2,2,2,5,NA,5,NA
2891,625,0,2,5,15,1,2,1,2,2,2,NA,NA,NA,NA,NA,2,NA,NA,2,NA,1,"Bei allen, die Zugriff auf mein  Eigentum  mit persönlichen Daten möchten, bin ich vorsichtig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1,1,2,1,1,1,2,2,2,1,2,1,2,3,3,2,3,4,4,3,3,2,2,2,3,3,3,2,2,2,1,1,1,1,1,4,4,4,4,3,4,4,3,4,NA,4,NA
2892,448,1,1,5,3,1,2,1,1,1,2,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,1,0,0,1,2,NA,1,1,1,1,1,1,1,NA,1,1,1,1,1,4,4,2,2,4,4,3,3,3,2,2,3,2,1,3,2,2,2,2,1,1,1,2,2,2,2,2,2,3,2,6,NA,9,NA
2893,457,0,2,6,13,1,2,1,2,2,2,5,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,0,0,0,0,1,NA,NA,NA,NA,NA,1,2,2,1,1,1,1,1,1,2,1,1,1,2,1,3,3,2,3,4,4,3,4,2,4,3,3,3,3,3,1,1,1,2,1,1,1,3,3,4,4,3,3,3,3,6,NA,6,NA
2894,377,0,1,6,2,1,1,1,2,1,2,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,2,1,0,1,0,0,NA,NA,NA,NA,NA,2,NA,2,1,1,1,2,2,2,2,1,1,2,1,1,3,3,2,4,NA,4,3,3,4,2,3,3,3,2,3,2,2,2,2,1,1,1,3,3,3,3,3,3,3,3,4,NA,4,NA
2895,635,2,2,5,10,1,2,1,1,2,1,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,1,0,1,0,1,2,NA,1,1,1,1,1,1,1,2,1,1,2,2,1,4,4,2,3,4,4,3,3,4,2,3,4,2,2,3,1,2,2,2,1,1,1,3,2,3,2,2,2,3,3,6,NA,7,NA
2896,NA,2,2,6,10,1,1,1,1,1,3,NA,NA,NA,NA,0,NA,NA,NA,2,NA,1,"Weil das für mich uninteressant ist ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,4,1,1,1,2,2,1,2,2,1,2,2,2,5,2,2,2,4,4,3,3,3,2,2,3,2,2,2,2,2,2,2,2,2,2,3,2,3,2,2,2,2,2,6,NA,4,NA
2897,353,0,2,6,11,1,2,1,1,2,2,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"ich nutze keine apps",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,5,2,2,1,2,2,2,2,2,2,2,1,2,2,4,1,3,5,3,3,3,3,1,2,1,2,1,4,1,1,2,2,1,1,1,3,4,4,3,3,2,4,3,4,NA,4,NA
